LpdNikNaked                      0) Weapon Set 1, Thug's Tools
OoohScopingCalifornia            3) Health, Armor, $250k
OutranCloudDecorating            3) Health, Armor, $250k
PlacedBertramRuderman            3) Health, Armor, $250k
RestartOooooooohNaked            3) Health, Armor, $250k
SettimeoutPastaSantos            3) Health, Armor, $250k
StakeAdvocatesEffects            3) Health, Armor, $250k
SuitableGinaInsurance            3) Health, Armor, $250k
TeacherGuidanceSilver            3) Health, Armor, $250k
VitalJournalCompanies            3) Health, Armor, $250k
AgainRiggottFriendship           3) Health, Armor, $250k
AnaerobicMileRossetter           3) Health, Armor, $250k
AreWankedArchitectural           3) Health, Armor, $250k
BasherNightfallLeopard           3) Health, Armor, $250k
ClothingJokingBastards           3) Health, Armor, $250k
DischargedTommyFuneral           3) Health, Armor, $250k
InnocentTruckerDuelist           3) Health, Armor, $250k
RatingChopperGladstone           3) Health, Armor, $250k
RefuelingOfficesPanama           3) Health, Armor, $250k
SarwarDischargeThinkin           3) Health, Armor, $250k
SheriffAboveMechanical           3) Health, Armor, $250k
SilencerTricareShahkto           3) Health, Armor, $250k
SlapMotivationalTinder           3) Health, Armor, $250k
SparkleProgrammingWhuh           3) Health, Armor, $250k
StalkerClosedPayasadas           3) Health, Armor, $250k
AbominationWebsiteLloyd          3) Health, Armor, $250k
AviationCurachaDecember          3) Health, Armor, $250k
BlowingColleaguesKarmic          3) Health, Armor, $250k
ConceptsExceedAnimation          3) Health, Armor, $250k
DiarrheaBerkovitzTangle          3) Health, Armor, $250k
ElaGamblingCoordination          3) Health, Armor, $250k
ForgotDelicateCourtroom          3) Health, Armor, $250k
GangstasBasisImportance          3) Health, Armor, $250k
HollyAccreditedEveryday          3) Health, Armor, $250k
HorribleUnformatArmando          3) Health, Armor, $250k
HuieAmmunitionDiversion          3) Health, Armor, $250k
IncludingProverbsNavsea          3) Health, Armor, $250k
MunicipalityLossesWound          3) Health, Armor, $250k
ProgramsEmperorWobbling          3) Health, Armor, $250k
ProjectHolidaysVisitors          3) Health, Armor, $250k
ProvideFleeingEanithing          3) Health, Armor, $250k
StruggledSmallDifferent          3) Health, Armor, $250k
TenpennyPracticallyAway          3) Health, Armor, $250k
ThreatenedHackBuckmelad          3) Health, Armor, $250k
ChunkyMotherfuckersChump         3) Health, Armor, $250k
FatsoBooksSimultaneously         3) Health, Armor, $250k
HeadshotsPackagesPrepare         3) Health, Armor, $250k
InvasionsPersonnelPassed         3) Health, Armor, $250k
InvestigationsShittyPest         3) Health, Armor, $250k
PumpingDocklandsHeeeello         3) Health, Armor, $250k
StricomMissionIndividual         3) Health, Armor, $250k
SuspicionSilvermanHalved         3) Health, Armor, $250k
BingoUnanimousMaintaining        3) Health, Armor, $250k
CanisterSolicitationMotel        3) Health, Armor, $250k
DeleteHangingShipbuilding        3) Health, Armor, $250k
LadiesBrigadierBasketball        3) Health, Armor, $250k
NoticesDegenerateClicking        3) Health, Armor, $250k
SoundtrackDealingsShipped        3) Health, Armor, $250k
AnswersExpressedCommission       3) Health, Armor, $250k
CarmeloAfterlifeNooooooooo       3) Health, Armor, $250k
CertificateKnuckledAlabama       3) Health, Armor, $250k
CurriculumPaintingScumbags       3) Health, Armor, $250k
GeneratorsVioletaCorridors       3) Health, Armor, $250k
VouchAstronomicalMotorcade       3) Health, Armor, $250k
ArmamentPossibleIdentifying      3) Health, Armor, $250k
NavcomtelstaVendingCampbell      3) Health, Armor, $250k
PlaceholderSupportsCashiers      3) Health, Armor, $250k
RegardingActivitiesBuilding      3) Health, Armor, $250k
AmphetaminesRelatedPrivately     3) Health, Armor, $250k
CinematicUnclassifiedArrived     3) Health, Armor, $250k
CopiedConvalescencePertinent     3) Health, Armor, $250k
DisqualifiedDualshockCadrona     3) Health, Armor, $250k
FilthyBattalionRequisitioned     3) Health, Armor, $250k
OriginalDestinationsPressure     3) Health, Armor, $250k
YosemiteElectromagneticBcras     3) Health, Armor, $250k
StairwellInstallationPlayback    3) Health, Armor, $250k
InsteadCharacteristicsIndicate   3) Health, Armor, $250k
ModernizationInstallationsLines   3) Health, Armor, $250k
TechnologicalSterilizedEveryday   3) Health, Armor, $250k
HeadquarteredApartmentUnfortunate   3) Health, Armor, $250k
NfThruCut                        4) Increase Wanted Level Two Stars
SwzLlDlad                        4) Increase Wanted Level Two Stars
SlowBenMsie                      4) Increase Wanted Level Two Stars
EditWoundJas                     4) Increase Wanted Level Two Stars
FixedKidPort                     4) Increase Wanted Level Two Stars
BritOoweeHjgx                    4) Increase Wanted Level Two Stars
DrawSlowTrina                    4) Increase Wanted Level Two Stars
HotEbrzySteps                    4) Increase Wanted Level Two Stars
HqGoonsLatest                    4) Increase Wanted Level Two Stars
ModesStepDick                    4) Increase Wanted Level Two Stars
AboveYogaMadam                   4) Increase Wanted Level Two Stars
BecomesLeonBed                   4) Increase Wanted Level Two Stars
BoomKnewSticky                   4) Increase Wanted Level Two Stars
ChalmersItchLo                   4) Increase Wanted Level Two Stars
CopsCoatsRides                   4) Increase Wanted Level Two Stars
MenubarTssTold                   4) Increase Wanted Level Two Stars
PinkMwrAttrium                   4) Increase Wanted Level Two Stars
SelfAnalogToss                   4) Increase Wanted Level Two Stars
SevilleAsogHuh                   4) Increase Wanted Level Two Stars
SilentSgmlBear                   4) Increase Wanted Level Two Stars
StromanTuWorth                   4) Increase Wanted Level Two Stars
TuxedoFairPine                   4) Increase Wanted Level Two Stars
ValleSoilSherm                   4) Increase Wanted Level Two Stars
VoIncomingSell                   4) Increase Wanted Level Two Stars
WeeTelseyForee                   4) Increase Wanted Level Two Stars
BringCivicHonor                  4) Increase Wanted Level Two Stars
BuckGeezerFixed                  4) Increase Wanted Level Two Stars
BuffColoursWong                  4) Increase Wanted Level Two Stars
CealsGreggOpium                  4) Increase Wanted Level Two Stars
ChoiWeeksSubtle                  4) Increase Wanted Level Two Stars
ClickLushFoster                  4) Increase Wanted Level Two Stars
DashMileBarbara                  4) Increase Wanted Level Two Stars
HawgSpatsShovel                  4) Increase Wanted Level Two Stars
LantdivSeaAmigo                  4) Increase Wanted Level Two Stars
NeededSmokedDry                  4) Increase Wanted Level Two Stars
SmartassBestFog                  4) Increase Wanted Level Two Stars
TrotsAlleyNitty                  4) Increase Wanted Level Two Stars
WantUpdateRiots                  4) Increase Wanted Level Two Stars
WhileRaioniSulk                  4) Increase Wanted Level Two Stars
AfitEstaCatching                 4) Increase Wanted Level Two Stars
AlternateBurnLpd                 4) Increase Wanted Level Two Stars
BearingsVinciBam                 4) Increase Wanted Level Two Stars
BedouinViaPusher                 4) Increase Wanted Level Two Stars
CarphoneCadetApg                 4) Increase Wanted Level Two Stars
FiretrkNooHelmut                 4) Increase Wanted Level Two Stars
FortKnowinPoetry                 4) Increase Wanted Level Two Stars
GlenDoubtedTkeyp                 4) Increase Wanted Level Two Stars
JustPatrolSniper                 4) Increase Wanted Level Two Stars
NdwIdlewoodGroup                 4) Increase Wanted Level Two Stars
RalphYayoJessica                 4) Increase Wanted Level Two Stars
ReportWesAmazing                 4) Increase Wanted Level Two Stars
SquadronJeanSold                 4) Increase Wanted Level Two Stars
SquadronJeansOld                 4) Increase Wanted Level Two Stars
StepNighterFucks                 4) Increase Wanted Level Two Stars
SuburbanJpegPish                 4) Increase Wanted Level Two Stars
SueWasteTourists                 4) Increase Wanted Level Two Stars
WmPreventConsent                 4) Increase Wanted Level Two Stars
BackdoorColdGoods                4) Increase Wanted Level Two Stars
BuckFormerlyUlcer                4) Increase Wanted Level Two Stars
CallLennyDisagree                4) Increase Wanted Level Two Stars
CampaignShitLoser                4) Increase Wanted Level Two Stars
CarroCurachaScott                4) Increase Wanted Level Two Stars
ConedBrigadeSheet                4) Increase Wanted Level Two Stars
CongSecureQualify                4) Increase Wanted Level Two Stars
CowboyBikerIdiots                4) Increase Wanted Level Two Stars
DearSeatsManeuver                4) Increase Wanted Level Two Stars
FireMeetingsTdatb                4) Increase Wanted Level Two Stars
McguirePatternTbd                4) Increase Wanted Level Two Stars
ObviousEsteemFind                4) Increase Wanted Level Two Stars
OffenseSewersDrms                4) Increase Wanted Level Two Stars
ParksHiveDecrepit                4) Increase Wanted Level Two Stars
PathBogiesGangsta                4) Increase Wanted Level Two Stars
PictureHeatedLate                4) Increase Wanted Level Two Stars
PlanWrappedRivera                4) Increase Wanted Level Two Stars
RubiconBrainShady                4) Increase Wanted Level Two Stars
SportsEntitledSsg                4) Increase Wanted Level Two Stars
StartLegitBarbara                4) Increase Wanted Level Two Stars
TriggeredNoteUgly                4) Increase Wanted Level Two Stars
DaddyFacedStingers               4) Increase Wanted Level Two Stars
DsertSanfordMuseum               4) Increase Wanted Level Two Stars
GaveExtraCorridors               4) Increase Wanted Level Two Stars
GigSwapsCommercial               4) Increase Wanted Level Two Stars
GrenadesTdatjWyatt               4) Increase Wanted Level Two Stars
NailedSpawarNavair               4) Increase Wanted Level Two Stars
NiceGivingDeskbook               4) Increase Wanted Level Two Stars
ParentDoesEnforcer               4) Increase Wanted Level Two Stars
ParkerCheeksThatch               4) Increase Wanted Level Two Stars
SacredSupportsRave               4) Increase Wanted Level Two Stars
ShakirUrbanSlippin               4) Increase Wanted Level Two Stars
SnapDulledSlipping               4) Increase Wanted Level Two Stars
SteExamplesFearing               4) Increase Wanted Level Two Stars
SubmeppCommitForks               4) Increase Wanted Level Two Stars
SuccessHipMessages               4) Increase Wanted Level Two Stars
TennisBenningScuse               4) Increase Wanted Level Two Stars
ThereBlessedCement               4) Increase Wanted Level Two Stars
VincenettaSlotStat               4) Increase Wanted Level Two Stars
WankersRefineryMek               4) Increase Wanted Level Two Stars
WoundedClassicsThu               4) Increase Wanted Level Two Stars
BurgerMotivateAlive              4) Increase Wanted Level Two Stars
ClassicsMazarSkinny              4) Increase Wanted Level Two Stars
ClerkDrunkenPendant              4) Increase Wanted Level Two Stars
CleverRudderWhaddya              4) Increase Wanted Level Two Stars
DesireCynthiaSoakin              4) Increase Wanted Level Two Stars
FocusAnouchkaDulled              4) Increase Wanted Level Two Stars
FruitGreaterMapping              4) Increase Wanted Level Two Stars
GamingWearingEinzig              4) Increase Wanted Level Two Stars
NorthernersMsiacBay              4) Increase Wanted Level Two Stars
OoomphIdeasCeremony              4) Increase Wanted Level Two Stars
PalisadesKnobAssume              4) Increase Wanted Level Two Stars
PassionDollarCopped              4) Increase Wanted Level Two Stars
PuertoUrsulaColours              4) Increase Wanted Level Two Stars
RaspaloGuideStripes              4) Increase Wanted Level Two Stars
ResidesPattonHourly              4) Increase Wanted Level Two Stars
SensitivityCctvRoot              4) Increase Wanted Level Two Stars
SkinnyRussianBunton              4) Increase Wanted Level Two Stars
SouthwestVatoGerman              4) Increase Wanted Level Two Stars
SteroidsIfQuebrados              4) Increase Wanted Level Two Stars
TotalLawrenceResist              4) Increase Wanted Level Two Stars
ArcticFamilesMarquis             4) Increase Wanted Level Two Stars
BeaconObtainedParker             4) Increase Wanted Level Two Stars
BillyMetUnbelievable             4) Increase Wanted Level Two Stars
CertificationRatPubs             4) Increase Wanted Level Two Stars
DeserveTrustedDriven             4) Increase Wanted Level Two Stars
ExcitingNeeInterrupt             4) Increase Wanted Level Two Stars
ExpectDropRequesting             4) Increase Wanted Level Two Stars
GiftsCanyonsSeparate             4) Increase Wanted Level Two Stars
HandsomeVictimSafari             4) Increase Wanted Level Two Stars
HolinessDividedChina             4) Increase Wanted Level Two Stars
InstructInvitePushed             4) Increase Wanted Level Two Stars
JonathanCondomCrappy             4) Increase Wanted Level Two Stars
KrugerStereoEveryone             4) Increase Wanted Level Two Stars
LangleyKentuckyTexas             4) Increase Wanted Level Two Stars
MarinesWeeksAcquired             4) Increase Wanted Level Two Stars
PasscardNecklaceBlue             4) Increase Wanted Level Two Stars
RidOpposableStallion             4) Increase Wanted Level Two Stars
SayElectronicFeltzer             4) Increase Wanted Level Two Stars
SheepPoppingCommands             4) Increase Wanted Level Two Stars
StowawaySharingLudes             4) Increase Wanted Level Two Stars
StylistsFollowGunter             4) Increase Wanted Level Two Stars
VietTransientBanging             4) Increase Wanted Level Two Stars
ViewedPhysicalKilled             4) Increase Wanted Level Two Stars
WorstExpertiseHouses             4) Increase Wanted Level Two Stars
ZhangDropoffStatutes             4) Increase Wanted Level Two Stars
BelongShepardDrughead            4) Increase Wanted Level Two Stars
BuggyTinkleResolution            4) Increase Wanted Level Two Stars
CanisterToreBiography            4) Increase Wanted Level Two Stars
CollectedClipEnjoying            4) Increase Wanted Level Two Stars
DevicesTorchingSummer            4) Increase Wanted Level Two Stars
DrivingSucceedsAtgpac            4) Increase Wanted Level Two Stars
EyeballedOperatesGave            4) Increase Wanted Level Two Stars
JournalistHitherLikes            4) Increase Wanted Level Two Stars
KennyLocatedCathedral            4) Increase Wanted Level Two Stars
LarsonTransmitterStop            4) Increase Wanted Level Two Stars
LarsonTransmittersTop            4) Increase Wanted Level Two Stars
ProvidesEngageRanging            4) Increase Wanted Level Two Stars
SilvermanShirleyClaws            4) Increase Wanted Level Two Stars
SpreadKilledDatabases            4) Increase Wanted Level Two Stars
StrayedIgnoreMessages            4) Increase Wanted Level Two Stars
UnsupportedHurtsWinch            4) Increase Wanted Level Two Stars
AcceptedSkimmerPissing           4) Increase Wanted Level Two Stars
AmericanskyNoscArmored           4) Increase Wanted Level Two Stars
AnnexLieutenantsJacket           4) Increase Wanted Level Two Stars
CommissionedEdwardMeat           4) Increase Wanted Level Two Stars
DiscoverHandicapNiggas           4) Increase Wanted Level Two Stars
ExcellentAuthorComplex           4) Increase Wanted Level Two Stars
KneeSilverbirdImproves           4) Increase Wanted Level Two Stars
